type,question,options,answer,tone,difficulty
SINGLE-SELECT,What is your biggest accomplishment in the art and design industry?,Winning a design award; Getting featured in a design publication; Successfully launching a design project; Building a strong portfolio; Establishing a loyal client base,Winning a design award,verbose,short
SINGLE-SELECT,What is your biggest accomplishment in the art and design industry?,Winning a design award; Getting featured in a design publication; Successfully launching a design project; Building a strong portfolio; Establishing a loyal client base,Winning a design award,concise,short
SINGLE-SELECT,What is your biggest accomplishment in the art and design industry?,Winning a design award; Getting featured in a design publication; Successfully launching a design project; Building a strong portfolio; Establishing a loyal client base,Winning a design award,colloquial,short
SINGLE-SELECT,What is your biggest accomplishment in the art and design industry?,Winning a design award; Getting featured in a design publication; Successfully launching a design project; Building a strong portfolio; Establishing a loyal client base,Winning a design award,explanatory,short
SINGLE-SELECT,What is your biggest accomplishment in the art and design industry?,Winning a design award; Getting featured in a design publication; Successfully launching a design project; Building a strong portfolio; Establishing a loyal client base,Winning a design award,annoyed,short
SINGLE-SELECT,What is your biggest challenge in the art and design industry?,Competition; Finding Clients; Balancing Creative Vision and Client Needs; Time Management; Pricing your services,Competition,verbose,short
SINGLE-SELECT,What is your biggest challenge in the art and design industry?,Competition; Finding Clients; Balancing Creative Vision and Client Needs; Time Management; Pricing your services,Competition,concise,short
SINGLE-SELECT,What is your biggest challenge in the art and design industry?,Competition; Finding Clients; Balancing Creative Vision and Client Needs; Time Management; Pricing your services,Competition,colloquial,short
SINGLE-SELECT,What is your biggest challenge in the art and design industry?,Competition; Finding Clients; Balancing Creative Vision and Client Needs; Time Management; Pricing your services,Competition,explanatory,short
SINGLE-SELECT,What is your biggest challenge in the art and design industry?,Competition; Finding Clients; Balancing Creative Vision and Client Needs; Time Management; Pricing your services,Competition,annoyed,short
SINGLE-SELECT,What is your biggest challenge in your current role?,Lack of Resources; Lack of Time; Lack of Support; Other,Lack of Resources,verbose,short
SINGLE-SELECT,What is your biggest challenge in your current role?,Lack of Resources; Lack of Time; Lack of Support; Other,Lack of Resources,concise,short
SINGLE-SELECT,What is your biggest challenge in your current role?,Lack of Resources; Lack of Time; Lack of Support; Other,Lack of Resources,colloquial,short
SINGLE-SELECT,What is your biggest challenge in your current role?,Lack of Resources; Lack of Time; Lack of Support; Other,Lack of Resources,explanatory,short
SINGLE-SELECT,What is your biggest challenge in your current role?,Lack of Resources; Lack of Time; Lack of Support; Other,Lack of Resources,annoyed,short
SINGLE-SELECT,What is your biggest communication challenge?,Lack of clarity; Lack of responsiveness; Misunderstandings; Information overload; Other,Lack of clarity,verbose,short
SINGLE-SELECT,What is your biggest communication challenge?,Lack of clarity; Lack of responsiveness; Misunderstandings; Information overload; Other,Lack of clarity,concise,short
SINGLE-SELECT,What is your biggest communication challenge?,Lack of clarity; Lack of responsiveness; Misunderstandings; Information overload; Other,Lack of clarity,colloquial,short
SINGLE-SELECT,What is your biggest communication challenge?,Lack of clarity; Lack of responsiveness; Misunderstandings; Information overload; Other,Lack of clarity,explanatory,short
SINGLE-SELECT,What is your biggest communication challenge?,Lack of clarity; Lack of responsiveness; Misunderstandings; Information overload; Other,Lack of clarity,annoyed,short
SINGLE-SELECT,What is your biggest design pet peeve?,Inconsistent Branding; Poor Typography; Cluttered Designs; Lack of Accessibility; Poor User Experience,Lack of Accessibility,verbose,short
SINGLE-SELECT,What is your biggest design pet peeve?,Inconsistent Branding; Poor Typography; Cluttered Designs; Lack of Accessibility; Poor User Experience,Lack of Accessibility,concise,short
SINGLE-SELECT,What is your biggest design pet peeve?,Inconsistent Branding; Poor Typography; Cluttered Designs; Lack of Accessibility; Poor User Experience,Inconsistent Branding,colloquial,short
SINGLE-SELECT,What is your biggest design pet peeve?,Inconsistent Branding; Poor Typography; Cluttered Designs; Lack of Accessibility; Poor User Experience,Inconsistent Branding,explanatory,short
SINGLE-SELECT,What is your biggest design pet peeve?,Inconsistent Branding; Poor Typography; Cluttered Designs; Lack of Accessibility; Poor User Experience,Inconsistent Branding,annoyed,short
SINGLE-SELECT,What is your biggest inspiration for your designs?,Nature; Architecture; Music; Literature; Technology,Nature,verbose,short
SINGLE-SELECT,What is your biggest inspiration for your designs?,Nature; Architecture; Music; Literature; Technology,Nature,concise,short
SINGLE-SELECT,What is your biggest inspiration for your designs?,Nature; Architecture; Music; Literature; Technology,Nature,colloquial,short
SINGLE-SELECT,What is your biggest inspiration for your designs?,Nature; Architecture; Music; Literature; Technology,Nature,explanatory,short
SINGLE-SELECT,What is your biggest inspiration for your designs?,Nature; Architecture; Music; Literature; Technology,Nature,annoyed,short
SINGLE-SELECT,What is your budget for this project?,"Under $10,000; $10,000 - $50,000; $50,000 - $100,000; Over $100,000",Under 10000,verbose,short
SINGLE-SELECT,What is your budget for this project?,"Under $10,000; $10,000 - $50,000; $50,000 - $100,000; Over $100,000",Under 10000,concise,short
SINGLE-SELECT,What is your budget for this project?,"Under $10,000; $10,000 - $50,000; $50,000 - $100,000; Over $100,000",Under 10000,colloquial,short
SINGLE-SELECT,What is your budget for this project?,"Under $10,000; $10,000 - $50,000; $50,000 - $100,000; Over $100,000",Under 10000,explanatory,short
SINGLE-SELECT,What is your budget for this project?,"Under $10,000; $10,000 - $50,000; $50,000 - $100,000; Over $100,000",Under 10000,annoyed,short
SINGLE-SELECT,What is your company culture?,Formal; Informal; Hybrid,Formal,verbose,short
SINGLE-SELECT,What is your company culture?,Formal; Informal; Hybrid,Formal,concise,short
SINGLE-SELECT,What is your company culture?,Formal; Informal; Hybrid,Formal,colloquial,short
SINGLE-SELECT,What is your company culture?,Formal; Informal; Hybrid,Formal,explanatory,short
SINGLE-SELECT,What is your company culture?,Formal; Informal; Hybrid,Formal,annoyed,short
SINGLE-SELECT,What is your company's annual revenue?,Under $1 million; $1 million - $10 million; $10 million - $100 million; Over $100 million,100 million,verbose,short
SINGLE-SELECT,What is your company's annual revenue?,Under $1 million; $1 million - $10 million; $10 million - $100 million; Over $100 million,100 million,concise,short
SINGLE-SELECT,What is your company's annual revenue?,Under $1 million; $1 million - $10 million; $10 million - $100 million; Over $100 million,100 million,colloquial,short
SINGLE-SELECT,What is your company's annual revenue?,Under $1 million; $1 million - $10 million; $10 million - $100 million; Over $100 million,100 million,explanatory,short
SINGLE-SELECT,What is your company's annual revenue?,Under $1 million; $1 million - $10 million; $10 million - $100 million; Over $100 million,Over 100 million,annoyed,short
SINGLE-SELECT,What is your company's main focus?,B2B; B2C; Both,B2B,verbose,short
SINGLE-SELECT,What is your company's main focus?,B2B; B2C; Both,B2B,concise,short
SINGLE-SELECT,What is your company's main focus?,B2B; B2C; Both,B2B,colloquial,short
SINGLE-SELECT,What is your company's main focus?,B2B; B2C; Both,B2B,explanatory,short
SINGLE-SELECT,What is your company's main focus?,B2B; B2C; Both,B2B,annoyed,short
SINGLE-SELECT,What is your company's mission?,Profit Maximization; Social Impact; Environmental Sustainability; Customer Satisfaction,Profit Maximization,verbose,short
SINGLE-SELECT,What is your company's mission?,Profit Maximization; Social Impact; Environmental Sustainability; Customer Satisfaction,Profit Maximization,concise,short
SINGLE-SELECT,What is your company's mission?,Profit Maximization; Social Impact; Environmental Sustainability; Customer Satisfaction,Profit Maximization,colloquial,short
SINGLE-SELECT,What is your company's mission?,Profit Maximization; Social Impact; Environmental Sustainability; Customer Satisfaction,Profit Maximization,explanatory,short
SINGLE-SELECT,What is your company's mission?,Profit Maximization; Social Impact; Environmental Sustainability; Customer Satisfaction,Profit Maximization,annoyed,short
SINGLE-SELECT,What is your company's size?,1-50 employees; 51-200 employees; 201-1000 employees; Over 1000 employees,2011000 employees,verbose,short
SINGLE-SELECT,What is your company's size?,1-50 employees; 51-200 employees; 201-1000 employees; Over 1000 employees,2011000 employees,concise,short
SINGLE-SELECT,What is your company's size?,1-50 employees; 51-200 employees; 201-1000 employees; Over 1000 employees,2011000 employees,colloquial,short
SINGLE-SELECT,What is your company's size?,1-50 employees; 51-200 employees; 201-1000 employees; Over 1000 employees,2011000 employees,explanatory,short
SINGLE-SELECT,What is your company's size?,1-50 employees; 51-200 employees; 201-1000 employees; Over 1000 employees,2011000 employees,annoyed,short
SINGLE-SELECT,What is your current level of digital transformation?,Beginner; Intermediate; Advanced,Intermediate,verbose,short
SINGLE-SELECT,What is your current level of digital transformation?,Beginner; Intermediate; Advanced,Advanced,concise,short
SINGLE-SELECT,What is your current level of digital transformation?,Beginner; Intermediate; Advanced,Advanced,colloquial,short
SINGLE-SELECT,What is your current level of digital transformation?,Beginner; Intermediate; Advanced,Intermediate,explanatory,short
SINGLE-SELECT,What is your current level of digital transformation?,Beginner; Intermediate; Advanced,Intermediate,annoyed,short
SINGLE-SELECT,What is your department?,Sales; Marketing; IT; Finance; Other,Other,verbose,short
SINGLE-SELECT,What is your department?,Sales; Marketing; IT; Finance; Other,Other,concise,short
SINGLE-SELECT,What is your department?,Sales; Marketing; IT; Finance; Other,Other,colloquial,short
SINGLE-SELECT,What is your department?,Sales; Marketing; IT; Finance; Other,Other,explanatory,short
SINGLE-SELECT,What is your department?,Sales; Marketing; IT; Finance; Other,Other,annoyed,short
SINGLE-SELECT,What is your design philosophy?,Form follows function; Less is more; Think outside the box; User-centric design; Innovative and creative,Form follows function,verbose,short
SINGLE-SELECT,What is your design philosophy?,Form follows function; Less is more; Think outside the box; User-centric design; Innovative and creative,Form follows function,concise,short
SINGLE-SELECT,What is your design philosophy?,Form follows function; Less is more; Think outside the box; User-centric design; Innovative and creative,Form follows function,colloquial,short
SINGLE-SELECT,What is your design philosophy?,Form follows function; Less is more; Think outside the box; User-centric design; Innovative and creative,Form follows function,explanatory,short
SINGLE-SELECT,What is your design philosophy?,Form follows function; Less is more; Think outside the box; User-centric design; Innovative and creative,Form follows function,annoyed,short
